"count.0.3.km","count.0.5.km","count.0.6.km","count.0.7.km","count.0.9.km","count.1.1.km","count.2.7.km","count.10.1.km","count.15.1.km","count.33.9.km","coverage.0.3.km","coverage.0.5.km","coverage.0.6.km","coverage.0.7.km","coverage.0.9.km","coverage.1.1.km","coverage.2.7.km","coverage.10.1.km","coverage.15.1.km","coverage.33.9.km","dataset.order","bin.number","lineage","annotation.1","annotation.2","hypothetical","gene.length","gc.gene","gc.contig","core.gene.percent","rpk.0.3.km","rpk.0.5.km","rpk.0.6.km","rpk.0.7.km","rpk.0.9.km","rpk.1.1.km","rpk.2.7.km","rpk.10.1.km","rpk.15.1.km","rpk.33.9.km","rpkm.0.3.km","rpkm.0.5.km","rpkm.0.6.km","rpkm.0.7.km","rpkm.0.9.km","rpkm.1.1.km","rpkm.2.7.km","rpkm.10.1.km","rpkm.15.1.km","rpkm.33.9.km","rpkm.cov.0.3.km","rpkm.cov.0.5.km","rpkm.cov.0.6.km","rpkm.cov.0.7.km","rpkm.cov.0.9.km","rpkm.cov.1.1.km","rpkm.cov.2.7.km","rpkm.cov.10.1.km","rpkm.cov.15.1.km","rpkm.cov.33.9.km","logFC","logCPM","F","PValue","FDR"
"bin19;contig-10095-gene-4;Gammaproteobacteria;Electron_transfer_flavoprotein_alpha_subunit;-",10,1,2,0,4,7,3,14,5,14,10.8125,11.05654762,8.151190476,11.77053571,17.84017857,6.799702381,8.053869048,5.895535714,6.579464286,6.4875,6,"bin19","Gammaproteobacteria","Electron_transfer_flavoprotein_alpha_subunit","-","known",930,48.7,48.8,48,10.752688172043,1.0752688172043,2.1505376344086,0,4.3010752688172,7.52688172043011,3.2258064516129,15.0537634408602,5.37634408602151,15.0537634408602,0.223306061265534,0.0186645121667803,0.0415216204615081,0,0.0746296232501443,0.141896123589038,0.0860450335303126,0.469666415258596,0.254213442785399,0.420303456405583,20.6525837008586,1.68809585127806,5.09393328296799,0,4.18323297366772,20.867990338155,10.6836891706949,79.6647561888717,38.6374075053987,64.7866599469106,2.77477911859677,9.83167262906817,6.67165733780308,0.0116976304479973,0.0381285535934042
"bin7;contig-1013-gene-6;Gammaproteobacteria-Colwellia;ABC-type_sugar_transport_system_periplasmic_component;-",0,0,0,0,0,0,0,0,1,15,15.44551251,46.31566655,18.25419056,27.30076461,44.37321012,13.7656784,16.33658173,19.61135073,27.18083706,30.34738124,8,"bin7","Gammaproteobacteria-Colwellia","ABC-type_sugar_transport_system_periplasmic_component","-","known",1731,40.8,40.8,57,0,0,0,0,0,0,0,0,0.577700751010976,8.66551126516464,0,0,0,0,0,0,0,0,0.0273158292074432,0.241942445195093,0,0,0,0,0,0,0,0,1.00496644555667,7.97243239150387,4.82813490241512,9.07626398196917,11.5065470715023,0.00113887160152265,0.00962041297319338
"bin46;contig-10245-gene-2;Bacteroidetes;Flagellin_and_related_hook-associated_proteins;-",7,50,28,48,70,0,39,0,0,0,14.33440755,13.49324275,13.23555455,13.43549275,9.256828289,6.89634147,4.633554739,7.538547903,6.956319714,3.049561322,14,"bin46","Bacteroidetes","Flagellin_and_related_hook-associated_proteins","-","known",3870,51.9,51.9,27,1.80878552971576,12.9198966408269,7.23514211886305,12.4031007751938,18.0878552971576,0,10.077519379845,0,0,0,0.0375638878252875,0.224263518283019,0.139692893645694,0.247237586935983,0.313849384598475,0,0.268807352811752,0,0,0,2.62053996262214,16.6204316069997,10.5543665071211,18.4018250418082,33.9046350218493,0,58.0132032431249,0,0,0,-8.13395945630455,10.8443260038625,16.294584264265,0.000129870795857202,0.00321195916764359
"bin17;contig-10311-gene-4;Gammaproteobacteria;-;-",0,0,0,0,0,0,0,10,2,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,24,"bin17","Gammaproteobacteria","-","-","hypothetical",2121,43,43,31,0,0,0,0,0,0,0,4.71475719000471,0.942951438000943,0,0,0,0,0,0,0,0,0.147096977904794,0.0445862332466612,0,0,0,0,0,0,0,0,3.34972537484942,1.71714961849747,0,4.22138093734879,7.84450029313211,6.85546877004196,0.0108025112201863,0.0362958325171245
"bin17;contig-10367-gene-2;Gammaproteobacteria;-;-",0,0,0,0,0,6,0,28,8,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,25,"bin17","Gammaproteobacteria","-","-","hypothetical",537,47.1,47.1,31,0,0,0,0,0,11.1731843575419,0,52.1415270018622,14.8975791433892,0,0,0,0,0,0,0.210635905726744,0,1.62677752771134,0.704412668276859,0,0,0,0,0,0,7.31654959007132,0,37.0453427488933,27.1290453693343,0,4.254317981392,8.90428307995647,10.1878563865148,0.00204969040468649,0.0129569983567697
"bin17;contig-10367-gene-5;Gammaproteobacteria;Lipid_A_disaccharide_synthetase;-",0,0,0,0,0,0,0,10,0,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,27,"bin17","Gammaproteobacteria","Lipid_A_disaccharide_synthetase","-","known",1149,46.1,46,31,0,0,0,0,0,0,0,8.70322019147084,0,0,0,0,0,0,0,0,0,0.271534108038353,0,0,0,0,0,0,0,0,0,6.18343561362543,0,0,4.29893715813679,7.70556645781544,7.43229258627842,0.00807034106091414,0.0299238766694483
"bin7;contig-1037-gene-4;Gammaproteobacteria-Colwellia;ATP-dependent_Zn_proteases;-",0,3,1,3,7,24,1,37,40,24,15.44551251,46.31566655,18.25419056,27.30076461,44.37321012,13.7656784,16.33658173,19.61135073,27.18083706,30.34738124,28,"bin7","Gammaproteobacteria-Colwellia","ATP-dependent_Zn_proteases","-","known",1983,40.8,40.9,57,0,1.51285930408472,0.504286434694907,1.51285930408472,3.53000504286435,12.1028744326778,0.504286434694907,18.6585980837115,20.1714573877963,12.1028744326778,0,0.0262602062255759,0.00973653732455939,0.0301566269995667,0.0612504850426676,0.22816234266316,0.0134513163864836,0.582134621030483,0.953781146910422,0.337914168538744,0,0.566983230117756,0.533386418453133,1.1046074141279,1.38034829747557,16.5747256352553,0.823386226616917,29.6835556635055,35.0902050884235,11.1348707773621,3.05479169391644,10.9059270954913,8.52052902069764,0.00460655640850681,0.0208119186892803
"bin7;contig-1037-gene-9;Gammaproteobacteria-Colwellia;Carbamoylphosphate_synthase_large_subunit_(split_gene_in_MJ);-",2,3,0,1,2,5,2,37,29,16,15.44551251,46.31566655,18.25419056,27.30076461,44.37321012,13.7656784,16.33658173,19.61135073,27.18083706,30.34738124,29,"bin7","Gammaproteobacteria-Colwellia","Carbamoylphosphate_synthase_large_subunit_(split_gene_in_MJ)","-","known",3216,40.6,40.7,57,0.621890547263682,0.932835820895522,0,0.310945273631841,0.621890547263682,1.5547263681592,0.621890547263682,11.5049751243781,9.01741293532338,4.97512437810945,0.012915089364238,0.0161921607417031,0,0.00619823707920199,0.0107906638094892,0.0293095671059446,0.0165882838273613,0.358946813900326,0.426376651238943,0.13890625957967,0.836170982081447,0.34960439842149,0,0.227035292518204,0.243179697396415,2.12917709205996,1.01540726827198,18.3030133335607,15.6866637439363,4.57720745263456,4.05114906615057,10.3143397464127,15.191974089548,0.00020634644225259,0.0039667147399368
"bin1;contig-10483-gene-1;Gammaproteobacteria-Thiotrichaceae;NADH_dehydrogenase/NADH:ubiquinone_oxidoreductase_75_kD_subunit_(chain_G);OP:_NADH-quinone_oxidoreductase_EC:1.6.5.3",2,6,2,49,5,0,18,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,40,"bin1","Gammaproteobacteria-Thiotrichaceae","NADH_dehydrogenase/NADH:ubiquinone_oxidoreductase_75_kD_subunit_(chain_G)","OP:_NADH-quinone_oxidoreductase_EC:1.6.5.3","known",2022,39.5,39.6,83,0.989119683481701,2.9673590504451,0.989119683481701,24.2334322453017,2.47279920870425,0,8.90207715133531,0,0,0,0.0205415071193815,0.0515074074632216,0.0190974812211684,0.483057859490092,0.0429064970466334,0,0.237453653362584,0,0,0,1.72428131717976,2.53846157217095,2.02688620793458,2.74843515331078,4.03208982004182,0,5.76891071433751,0,0,0,-6.08937827982301,9.11564238019072,6.46550846621556,0.0130678281446408,0.0409269776750999
"bin1;contig-1051-gene-12;Gammaproteobacteria-Thiotrichaceae;-;-",39,44,8,414,61,0,158,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,41,"bin1","Gammaproteobacteria-Thiotrichaceae","-","-","hypothetical",1551,36.4,36.4,83,25.1450676982592,28.3687943262411,5.15796260477112,266.924564796905,39.3294648613798,0,101.86976144423,0,0,0,0.522199280599673,0.492425427378884,0.0995876390179305,5.32074893935489,0.682420781267035,0,2.71726998215004,0,0,0,43.8340993262931,24.2684127608967,10.5696039005641,30.2732543101578,64.1297256716439,0,66.0157790448345,0,0,0,-9.387898744981,11.7865417306118,18.3431168685867,5.41746099081099e-05,0.00180506790513272
